DepartDate,Origin,Destination,Carrier
07/01/2019,AAR,LGW,U2
11/01/2019,AAR,LGW,U2
18/01/2019,AAR,LGW,U2
03/07/2019,AAR,TXL,U2
04/05/2019,AAR,TXL,U2
07/01/2019,AAR,TXL,U2
11/01/2019,AAR,TXL,U2
18/01/2019,AAR,TXL,U2
05/01/2019,ABZ,GVA,U2
03/02/2019,ABZ,LGW,U2
07/01/2019,ABZ,LGW,U2
11/01/2019,ABZ,LGW,U2
18/01/2019,ABZ,LGW,U2
03/02/2019,ABZ,LTN,U2
03/06/2019,ABZ,LTN,U2
03/07/2019,ABZ,LTN,U2
04/04/2019,ABZ,LTN,U2
05/03/2019,ABZ,LTN,U2
07/01/2019,ABZ,LTN,U2
11/01/2019,ABZ,LTN,U2
18/01/2019,ABZ,LTN,U2
05/01/2019,ACE,AMS,U2
05/03/2019,ACE,AMS,U2
05/01/2019,ACE,BFS,U2
05/03/2019,ACE,BFS,U2
04/05/2019,ACE,BRS,U2
05/01/2019,ACE,BRS,U2
05/03/2019,ACE,BRS,U2
04/05/2019,ACE,BSL,U2
05/01/2019,ACE,BSL,U2
05/01/2019,ACE,CDG,U2
05/03/2019,ACE,CDG,U2
03/02/2019,ACE,LGW,U2
03/06/2019,ACE,LGW,U2
03/07/2019,ACE,LGW,U2
04/04/2019,ACE,LGW,U2
04/05/2019,ACE,LGW,U2
05/01/2019,ACE,LGW,U2
05/03/2019,ACE,LGW,U2
07/01/2019,ACE,LGW,U2
11/01/2019,ACE,LGW,U2
18/01/2019,ACE,LGW,U2
03/02/2019,ACE,LPL,U2
03/07/2019,ACE,LPL,U2
04/05/2019,ACE,LPL,U2
05/03/2019,ACE,LPL,U2
05/01/2019,ACE,LTN,U2
07/01/2019,ACE,LTN,U2
03/07/2019,ACE,MAN,U2
04/05/2019,ACE,MAN,U2
05/01/2019,ACE,MAN,U2
04/05/2019,ACE,MXP,U2
05/01/2019,ACE,MXP,U2
05/03/2019,ACE,MXP,U2
07/01/2019,ACE,SEN,U2
11/01/2019,ACE,SEN,U2
18/01/2019,ACE,SEN,U2
03/02/2019,ACE,SXF,U2
05/01/2019,ACE,VCE,U2
05/03/2019,ACE,VCE,U2
04/05/2019,ADB,LGW,U2
05/01/2019,AGA,AMS,U2
04/04/2019,AGA,LGW,U2
04/05/2019,AGA,LGW,U2
05/01/2019,AGA,LGW,U2
05/03/2019,AGA,LGW,U2
04/04/2019,AGA,LYS,U2
04/05/2019,AGA,LYS,U2
05/01/2019,AGA,LYS,U2
05/01/2019,AGA,MAN,U2
05/01/2019,AGA,TXL,U2
03/02/2019,AGP,AMS,U2
03/06/2019,AGP,AMS,U2
03/07/2019,AGP,AMS,U2
04/05/2019,AGP,AMS,U2
03/02/2019,AGP,BFS,U2
03/06/2019,AGP,BFS,U2
03/07/2019,AGP,BFS,U2
04/04/2019,AGP,BFS,U2
04/05/2019,AGP,BFS,U2
07/01/2019,AGP,BFS,U2
11/01/2019,AGP,BFS,U2
18/01/2019,AGP,BFS,U2
03/02/2019,AGP,BRS,U2
03/06/2019,AGP,BRS,U2
03/07/2019,AGP,BRS,U2
04/04/2019,AGP,BRS,U2
04/05/2019,AGP,BRS,U2
05/01/2019,AGP,BRS,U2
05/03/2019,AGP,BRS,U2
07/01/2019,AGP,BRS,U2
11/01/2019,AGP,BRS,U2
18/01/2019,AGP,BRS,U2
03/02/2019,AGP,BSL,U2
04/04/2019,AGP,BSL,U2
04/05/2019,AGP,BSL,U2
05/01/2019,AGP,BSL,U2
07/01/2019,AGP,BSL,U2
03/06/2019,AGP,CDG,U2
03/07/2019,AGP,CDG,U2
04/04/2019,AGP,CDG,U2
04/05/2019,AGP,CDG,U2
05/01/2019,AGP,CDG,U2
05/03/2019,AGP,CDG,U2
03/02/2019,AGP,GLA,U2
03/06/2019,AGP,GLA,U2
04/04/2019,AGP,GLA,U2
04/05/2019,AGP,GLA,U2
07/01/2019,AGP,GLA,U2
11/01/2019,AGP,GLA,U2
18/01/2019,AGP,GLA,U2
03/06/2019,AGP,GVA,U2
03/07/2019,AGP,GVA,U2
04/04/2019,AGP,GVA,U2
04/05/2019,AGP,GVA,U2
05/01/2019,AGP,GVA,U2
05/03/2019,AGP,GVA,U2
03/02/2019,AGP,LGW,U2
03/06/2019,AGP,LGW,U2
03/07/2019,AGP,LGW,U2
04/04/2019,AGP,LGW,U2
04/05/2019,AGP,LGW,U2
05/01/2019,AGP,LGW,U2
05/03/2019,AGP,LGW,U2
07/01/2019,AGP,LGW,U2
11/01/2019,AGP,LGW,U2
18/01/2019,AGP,LGW,U2
03/06/2019,AGP,LPL,U2
03/07/2019,AGP,LPL,U2
04/04/2019,AGP,LPL,U2
04/05/2019,AGP,LPL,U2
05/01/2019,AGP,LPL,U2
05/03/2019,AGP,LPL,U2
07/01/2019,AGP,LPL,U2
11/01/2019,AGP,LPL,U2
18/01/2019,AGP,LPL,U2
03/02/2019,AGP,LTN,U2
03/06/2019,AGP,LTN,U2
03/07/2019,AGP,LTN,U2
04/04/2019,AGP,LTN,U2
04/05/2019,AGP,LTN,U2
05/01/2019,AGP,LTN,U2
05/03/2019,AGP,LTN,U2
07/01/2019,AGP,LTN,U2
11/01/2019,AGP,LTN,U2
18/01/2019,AGP,LTN,U2
03/02/2019,AGP,MAN,U2
03/06/2019,AGP,MAN,U2
03/07/2019,AGP,MAN,U2
04/04/2019,AGP,MAN,U2
04/05/2019,AGP,MAN,U2
05/01/2019,AGP,MAN,U2
05/03/2019,AGP,MAN,U2
07/01/2019,AGP,MAN,U2
11/01/2019,AGP,MAN,U2
18/01/2019,AGP,MAN,U2
03/02/2019,AGP,MXP,U2
03/06/2019,AGP,MXP,U2
03/07/2019,AGP,MXP,U2
04/04/2019,AGP,MXP,U2
04/05/2019,AGP,MXP,U2
05/01/2019,AGP,MXP,U2
07/01/2019,AGP,MXP,U2
11/01/2019,AGP,MXP,U2
18/01/2019,AGP,MXP,U2
03/06/2019,AGP,NCL,U2
03/07/2019,AGP,NCL,U2
04/04/2019,AGP,NCL,U2
04/05/2019,AGP,NCL,U2
05/01/2019,AGP,NCL,U2
05/03/2019,AGP,NCL,U2
07/01/2019,AGP,NCL,U2
03/06/2019,AGP,SEN,U2
03/07/2019,AGP,SEN,U2
04/04/2019,AGP,SEN,U2
04/05/2019,AGP,SEN,U2
05/01/2019,AGP,SEN,U2
05/03/2019,AGP,SEN,U2
07/01/2019,AGP,SEN,U2
03/02/2019,AGP,STN,U2
03/06/2019,AGP,STN,U2
03/07/2019,AGP,STN,U2
04/04/2019,AGP,STN,U2
04/05/2019,AGP,STN,U2
05/01/2019,AGP,STN,U2
07/01/2019,AGP,STN,U2
03/02/2019,AGP,SXF,U2
03/06/2019,AGP,SXF,U2
03/07/2019,AGP,SXF,U2
04/04/2019,AGP,SXF,U2
04/05/2019,AGP,SXF,U2
05/01/2019,AGP,SXF,U2
05/03/2019,AGP,SXF,U2
07/01/2019,AGP,SXF,U2
11/01/2019,AGP,SXF,U2
18/01/2019,AGP,SXF,U2
03/06/2019,AGP,TLS,U2
03/07/2019,AGP,TLS,U2
03/07/2019,AHO,GVA,U2
03/07/2019,AHO,LTN,U2
05/01/2019,AHO,LTN,U2
05/03/2019,AHO,LTN,U2
03/06/2019,AHO,MXP,U2
03/07/2019,AHO,MXP,U2
03/07/2019,AHO,VCE,U2
03/06/2019,AJA,BSL,U2
03/07/2019,AJA,BSL,U2
04/04/2019,AJA,BSL,U2
04/05/2019,AJA,BSL,U2
03/07/2019,AJA,CDG,U2
04/04/2019,AJA,CDG,U2
04/05/2019,AJA,CDG,U2
03/06/2019,AJA,GVA,U2
03/07/2019,AJA,GVA,U2
04/05/2019,AJA,GVA,U2
03/06/2019,AJA,LYS,U2
03/07/2019,AJA,LYS,U2
04/05/2019,AJA,LYS,U2
04/05/2019,ALC,AMS,U2
05/01/2019,ALC,AMS,U2
05/03/2019,ALC,AMS,U2
03/06/2019,ALC,BFS,U2
03/07/2019,ALC,BFS,U2
04/04/2019,ALC,BFS,U2
04/05/2019,ALC,BFS,U2
05/01/2019,ALC,BFS,U2
05/03/2019,ALC,BFS,U2
03/02/2019,ALC,BRS,U2
03/06/2019,ALC,BRS,U2
03/07/2019,ALC,BRS,U2
04/04/2019,ALC,BRS,U2
04/05/2019,ALC,BRS,U2
05/01/2019,ALC,BRS,U2
05/03/2019,ALC,BRS,U2
07/01/2019,ALC,BRS,U2
11/01/2019,ALC,BRS,U2
18/01/2019,ALC,BRS,U2
03/02/2019,ALC,BSL,U2
03/06/2019,ALC,BSL,U2
03/07/2019,ALC,BSL,U2
04/04/2019,ALC,BSL,U2
04/05/2019,ALC,BSL,U2
05/01/2019,ALC,BSL,U2
05/03/2019,ALC,BSL,U2
07/01/2019,ALC,BSL,U2
03/07/2019,ALC,EDI,U2
04/05/2019,ALC,EDI,U2
05/01/2019,ALC,EDI,U2
05/03/2019,ALC,EDI,U2
03/02/2019,ALC,GLA,U2
03/06/2019,ALC,GLA,U2
03/07/2019,ALC,GLA,U2
04/04/2019,ALC,GLA,U2
04/05/2019,ALC,GLA,U2
05/01/2019,ALC,GLA,U2
07/01/2019,ALC,GLA,U2
11/01/2019,ALC,GLA,U2
18/01/2019,ALC,GLA,U2
03/06/2019,ALC,GVA,U2
03/07/2019,ALC,GVA,U2
04/04/2019,ALC,GVA,U2
04/05/2019,ALC,GVA,U2
05/01/2019,ALC,GVA,U2
05/03/2019,ALC,GVA,U2
07/01/2019,ALC,GVA,U2
03/02/2019,ALC,LGW,U2
03/06/2019,ALC,LGW,U2
03/07/2019,ALC,LGW,U2
04/04/2019,ALC,LGW,U2
04/05/2019,ALC,LGW,U2
05/01/2019,ALC,LGW,U2
05/03/2019,ALC,LGW,U2
07/01/2019,ALC,LGW,U2
11/01/2019,ALC,LGW,U2
18/01/2019,ALC,LGW,U2
03/02/2019,ALC,LPL,U2
03/06/2019,ALC,LPL,U2
03/07/2019,ALC,LPL,U2
04/04/2019,ALC,LPL,U2
04/05/2019,ALC,LPL,U2
05/01/2019,ALC,LPL,U2
05/03/2019,ALC,LPL,U2
07/01/2019,ALC,LPL,U2
11/01/2019,ALC,LPL,U2
18/01/2019,ALC,LPL,U2
03/02/2019,ALC,LTN,U2
03/06/2019,ALC,LTN,U2
03/07/2019,ALC,LTN,U2
04/04/2019,ALC,LTN,U2
04/05/2019,ALC,LTN,U2
05/01/2019,ALC,LTN,U2
05/03/2019,ALC,LTN,U2
07/01/2019,ALC,LTN,U2
11/01/2019,ALC,LTN,U2
18/01/2019,ALC,LTN,U2
03/02/2019,ALC,MAN,U2
03/06/2019,ALC,MAN,U2
03/07/2019,ALC,MAN,U2
04/04/2019,ALC,MAN,U2
04/05/2019,ALC,MAN,U2
05/01/2019,ALC,MAN,U2
05/03/2019,ALC,MAN,U2
07/01/2019,ALC,MAN,U2
11/01/2019,ALC,MAN,U2
03/02/2019,ALC,NCL,U2
03/06/2019,ALC,NCL,U2
03/07/2019,ALC,NCL,U2
04/04/2019,ALC,NCL,U2
04/05/2019,ALC,NCL,U2
05/01/2019,ALC,NCL,U2
05/03/2019,ALC,NCL,U2
07/01/2019,ALC,NCL,U2
11/01/2019,ALC,NCL,U2
18/01/2019,ALC,NCL,U2
03/02/2019,ALC,SEN,U2
03/06/2019,ALC,SEN,U2
03/07/2019,ALC,SEN,U2
04/04/2019,ALC,SEN,U2
04/05/2019,ALC,SEN,U2
05/01/2019,ALC,SEN,U2
05/03/2019,ALC,SEN,U2
07/01/2019,ALC,SEN,U2
11/01/2019,ALC,SEN,U2
03/06/2019,ALC,TXL,U2
03/07/2019,ALC,TXL,U2
04/04/2019,ALC,TXL,U2
04/05/2019,ALC,TXL,U2
05/01/2019,ALC,TXL,U2
05/03/2019,ALC,TXL,U2
05/01/2019,AMS,ACE,U2
05/03/2019,AMS,ACE,U2
05/01/2019,AMS,AGA,U2
03/02/2019,AMS,AGP,U2
03/06/2019,AMS,AGP,U2
03/07/2019,AMS,AGP,U2
04/05/2019,AMS,AGP,U2
04/05/2019,AMS,ALC,U2
05/01/2019,AMS,ALC,U2
05/03/2019,AMS,ALC,U2
03/02/2019,AMS,BFS,U2
03/06/2019,AMS,BFS,U2
03/07/2019,AMS,BFS,U2
04/04/2019,AMS,BFS,U2
04/05/2019,AMS,BFS,U2
05/01/2019,AMS,BFS,U2
05/03/2019,AMS,BFS,U2
07/01/2019,AMS,BFS,U2
11/01/2019,AMS,BFS,U2
18/01/2019,AMS,BFS,U2
03/02/2019,AMS,BOD,U2
03/06/2019,AMS,BOD,U2
03/07/2019,AMS,BOD,U2
04/04/2019,AMS,BOD,U2
04/05/2019,AMS,BOD,U2
11/01/2019,AMS,BOD,U2
18/01/2019,AMS,BOD,U2
03/02/2019,AMS,BRS,U2
03/06/2019,AMS,BRS,U2
03/07/2019,AMS,BRS,U2
04/04/2019,AMS,BRS,U2
04/05/2019,AMS,BRS,U2
05/01/2019,AMS,BRS,U2
05/03/2019,AMS,BRS,U2
07/01/2019,AMS,BRS,U2
11/01/2019,AMS,BRS,U2
18/01/2019,AMS,BRS,U2
03/02/2019,AMS,BSL,U2
03/06/2019,AMS,BSL,U2
03/07/2019,AMS,BSL,U2
04/04/2019,AMS,BSL,U2
04/05/2019,AMS,BSL,U2
05/01/2019,AMS,BSL,U2
05/03/2019,AMS,BSL,U2
07/01/2019,AMS,BSL,U2
11/01/2019,AMS,BSL,U2
18/01/2019,AMS,BSL,U2
03/02/2019,AMS,BUD,U2
04/04/2019,AMS,BUD,U2
04/05/2019,AMS,BUD,U2
07/01/2019,AMS,BUD,U2
11/01/2019,AMS,BUD,U2
18/01/2019,AMS,BUD,U2
04/04/2019,AMS,CTA,U2
04/04/2019,AMS,DBV,U2
03/02/2019,AMS,EDI,U2
03/06/2019,AMS,EDI,U2
03/07/2019,AMS,EDI,U2
04/04/2019,AMS,EDI,U2
04/05/2019,AMS,EDI,U2
05/01/2019,AMS,EDI,U2
05/03/2019,AMS,EDI,U2
07/01/2019,AMS,EDI,U2
11/01/2019,AMS,EDI,U2
18/01/2019,AMS,EDI,U2
03/02/2019,AMS,FCO,U2
03/06/2019,AMS,FCO,U2
03/07/2019,AMS,FCO,U2
04/04/2019,AMS,FCO,U2
04/05/2019,AMS,FCO,U2
07/01/2019,AMS,FCO,U2
11/01/2019,AMS,FCO,U2
18/01/2019,AMS,FCO,U2
03/02/2019,AMS,FUE,U2
03/02/2019,AMS,GLA,U2
03/06/2019,AMS,GLA,U2
03/07/2019,AMS,GLA,U2
04/04/2019,AMS,GLA,U2
07/01/2019,AMS,GLA,U2
11/01/2019,AMS,GLA,U2
18/01/2019,AMS,GLA,U2
03/02/2019,AMS,GVA,U2
03/06/2019,AMS,GVA,U2
03/07/2019,AMS,GVA,U2
04/04/2019,AMS,GVA,U2
04/05/2019,AMS,GVA,U2
05/01/2019,AMS,GVA,U2
05/03/2019,AMS,GVA,U2
07/01/2019,AMS,GVA,U2
11/01/2019,AMS,GVA,U2
18/01/2019,AMS,GVA,U2
04/05/2019,AMS,IBZ,U2
03/02/2019,AMS,LGW,U2
03/06/2019,AMS,LGW,U2
03/07/2019,AMS,LGW,U2
04/04/2019,AMS,LGW,U2
04/05/2019,AMS,LGW,U2
05/01/2019,AMS,LGW,U2
05/03/2019,AMS,LGW,U2
07/01/2019,AMS,LGW,U2
11/01/2019,AMS,LGW,U2
18/01/2019,AMS,LGW,U2
03/02/2019,AMS,LIN,U2
03/06/2019,AMS,LIN,U2
03/07/2019,AMS,LIN,U2
04/04/2019,AMS,LIN,U2
05/01/2019,AMS,LIN,U2
05/03/2019,AMS,LIN,U2
07/01/2019,AMS,LIN,U2
11/01/2019,AMS,LIN,U2
18/01/2019,AMS,LIN,U2
03/02/2019,AMS,LIS,U2
03/06/2019,AMS,LIS,U2
03/07/2019,AMS,LIS,U2
07/01/2019,AMS,LIS,U2
11/01/2019,AMS,LIS,U2
18/01/2019,AMS,LIS,U2
03/02/2019,AMS,LPL,U2
03/06/2019,AMS,LPL,U2
03/07/2019,AMS,LPL,U2
04/04/2019,AMS,LPL,U2
04/05/2019,AMS,LPL,U2
05/01/2019,AMS,LPL,U2
05/03/2019,AMS,LPL,U2
07/01/2019,AMS,LPL,U2
11/01/2019,AMS,LPL,U2
18/01/2019,AMS,LPL,U2
03/02/2019,AMS,LTN,U2
03/06/2019,AMS,LTN,U2
03/07/2019,AMS,LTN,U2
04/04/2019,AMS,LTN,U2
04/05/2019,AMS,LTN,U2
05/01/2019,AMS,LTN,U2
05/03/2019,AMS,LTN,U2
07/01/2019,AMS,LTN,U2
11/01/2019,AMS,LTN,U2
18/01/2019,AMS,LTN,U2
03/02/2019,AMS,MAN,U2
03/06/2019,AMS,MAN,U2
03/07/2019,AMS,MAN,U2
04/04/2019,AMS,MAN,U2
04/05/2019,AMS,MAN,U2
05/01/2019,AMS,MAN,U2
05/03/2019,AMS,MAN,U2
07/01/2019,AMS,MAN,U2
11/01/2019,AMS,MAN,U2
18/01/2019,AMS,MAN,U2
03/02/2019,AMS,MXP,U2
03/06/2019,AMS,MXP,U2
03/07/2019,AMS,MXP,U2
04/04/2019,AMS,MXP,U2
04/05/2019,AMS,MXP,U2
05/01/2019,AMS,MXP,U2
05/03/2019,AMS,MXP,U2
07/01/2019,AMS,MXP,U2
11/01/2019,AMS,MXP,U2
18/01/2019,AMS,MXP,U2
03/02/2019,AMS,NAP,U2
03/06/2019,AMS,NAP,U2
03/07/2019,AMS,NAP,U2
04/04/2019,AMS,NAP,U2
05/01/2019,AMS,NAP,U2
05/03/2019,AMS,NAP,U2
07/01/2019,AMS,NAP,U2
11/01/2019,AMS,NAP,U2
18/01/2019,AMS,NAP,U2
03/02/2019,AMS,NCE,U2
03/06/2019,AMS,NCE,U2
03/07/2019,AMS,NCE,U2
04/04/2019,AMS,NCE,U2
04/05/2019,AMS,NCE,U2
07/01/2019,AMS,NCE,U2
11/01/2019,AMS,NCE,U2
18/01/2019,AMS,NCE,U2
03/07/2019,AMS,OLB,U2
04/05/2019,AMS,OLB,U2
03/06/2019,AMS,PMI,U2
03/07/2019,AMS,PMI,U2
04/04/2019,AMS,PMI,U2
04/05/2019,AMS,PMI,U2
03/02/2019,AMS,PRG,U2
03/06/2019,AMS,PRG,U2
03/07/2019,AMS,PRG,U2
04/04/2019,AMS,PRG,U2
04/05/2019,AMS,PRG,U2
05/01/2019,AMS,PRG,U2
05/03/2019,AMS,PRG,U2
07/01/2019,AMS,PRG,U2
11/01/2019,AMS,PRG,U2
18/01/2019,AMS,PRG,U2
03/07/2019,AMS,RHO,U2
03/02/2019,AMS,SEN,U2
03/06/2019,AMS,SEN,U2
03/07/2019,AMS,SEN,U2
04/04/2019,AMS,SEN,U2
04/05/2019,AMS,SEN,U2
05/01/2019,AMS,SEN,U2
05/03/2019,AMS,SEN,U2
07/01/2019,AMS,SEN,U2
11/01/2019,AMS,SEN,U2
18/01/2019,AMS,SEN,U2
03/06/2019,AMS,SPU,U2
03/07/2019,AMS,SPU,U2
04/05/2019,AMS,SPU,U2
03/02/2019,AMS,STN,U2
03/06/2019,AMS,STN,U2
03/07/2019,AMS,STN,U2
04/04/2019,AMS,STN,U2
04/05/2019,AMS,STN,U2
05/01/2019,AMS,STN,U2
05/03/2019,AMS,STN,U2
07/01/2019,AMS,STN,U2
11/01/2019,AMS,STN,U2
18/01/2019,AMS,STN,U2
03/02/2019,AMS,SXF,U2
03/06/2019,AMS,SXF,U2
03/07/2019,AMS,SXF,U2
04/04/2019,AMS,SXF,U2
04/05/2019,AMS,SXF,U2
05/01/2019,AMS,SXF,U2
05/03/2019,AMS,SXF,U2
07/01/2019,AMS,SXF,U2
11/01/2019,AMS,SXF,U2
18/01/2019,AMS,SXF,U2
05/01/2019,AMS,SZG,U2
05/01/2019,AMS,TFS,U2
05/03/2019,AMS,TFS,U2
03/06/2019,AMS,TLV,U2
03/07/2019,AMS,TLV,U2
04/04/2019,AMS,TLV,U2
04/05/2019,AMS,TLV,U2
05/01/2019,AMS,TLV,U2
05/03/2019,AMS,TLV,U2
07/01/2019,AMS,TLV,U2
11/01/2019,AMS,TLV,U2
18/01/2019,AMS,TLV,U2
03/02/2019,AMS,VCE,U2
03/06/2019,AMS,VCE,U2
03/07/2019,AMS,VCE,U2
04/04/2019,AMS,VCE,U2
04/05/2019,AMS,VCE,U2
05/01/2019,AMS,VCE,U2
05/03/2019,AMS,VCE,U2
07/01/2019,AMS,VCE,U2
11/01/2019,AMS,VCE,U2
18/01/2019,AMS,VCE,U2
03/02/2019,AMS,VIE,U2
03/06/2019,AMS,VIE,U2
03/07/2019,AMS,VIE,U2
04/04/2019,AMS,VIE,U2
05/01/2019,AMS,VIE,U2
05/03/2019,AMS,VIE,U2
07/01/2019,AMS,VIE,U2
11/01/2019,AMS,VIE,U2
18/01/2019,AMS,VIE,U2
03/02/2019,AMS,ZRH,U2
03/06/2019,AMS,ZRH,U2
03/07/2019,AMS,ZRH,U2
11/01/2019,AMS,ZRH,U2
18/01/2019,AMS,ZRH,U2
05/01/2019,AQJ,LGW,U2
05/01/2019,AQJ,SXF,U2
04/04/2019,ARN,BRS,U2
07/01/2019,ARN,BRS,U2
04/04/2019,ARN,BSL,U2
04/05/2019,ARN,BSL,U2
05/01/2019,ARN,BSL,U2
05/03/2019,ARN,BSL,U2
03/06/2019,ARN,GVA,U2
03/07/2019,ARN,GVA,U2
05/01/2019,ARN,GVA,U2
07/01/2019,ARN,GVA,U2
11/01/2019,ARN,GVA,U2
18/01/2019,ARN,GVA,U2
03/06/2019,ARN,LTN,U2
07/01/2019,ARN,LTN,U2
11/01/2019,ARN,LTN,U2
18/01/2019,ARN,LTN,U2
03/02/2019,ARN,MXP,U2
03/06/2019,ARN,MXP,U2
03/07/2019,ARN,MXP,U2
11/01/2019,ARN,MXP,U2
18/01/2019,ARN,MXP,U2
03/02/2019,ARN,SXF,U2
05/03/2019,ARN,SXF,U2
07/01/2019,ARN,SXF,U2
11/01/2019,ARN,SXF,U2
18/01/2019,ARN,SXF,U2
03/02/2019,ARN,TXL,U2
03/06/2019,ARN,TXL,U2
03/07/2019,ARN,TXL,U2
04/04/2019,ARN,TXL,U2
04/05/2019,ARN,TXL,U2
05/01/2019,ARN,TXL,U2
05/03/2019,ARN,TXL,U2
07/01/2019,ARN,TXL,U2
11/01/2019,ARN,TXL,U2
18/01/2019,ARN,TXL,U2
03/06/2019,ATH,BRS,U2
07/01/2019,ATH,BRS,U2
11/01/2019,ATH,BRS,U2
18/01/2019,ATH,BRS,U2
03/07/2019,ATH,BSL,U2
04/05/2019,ATH,BSL,U2
05/01/2019,ATH,BSL,U2
04/05/2019,ATH,EDI,U2
05/01/2019,ATH,EDI,U2
03/02/2019,ATH,LGW,U2
03/06/2019,ATH,LGW,U2
03/07/2019,ATH,LGW,U2
04/04/2019,ATH,LGW,U2
04/05/2019,ATH,LGW,U2
05/01/2019,ATH,LGW,U2
05/03/2019,ATH,LGW,U2
07/01/2019,ATH,LGW,U2
11/01/2019,ATH,LGW,U2
18/01/2019,ATH,LGW,U2
03/02/2019,ATH,MAN,U2
03/06/2019,ATH,MAN,U2
03/07/2019,ATH,MAN,U2
11/01/2019,ATH,MAN,U2
18/01/2019,ATH,MAN,U2
03/06/2019,ATH,MXP,U2
03/07/2019,ATH,MXP,U2
04/05/2019,ATH,NAP,U2
05/01/2019,ATH,NAP,U2
03/06/2019,ATH,SXF,U2
03/07/2019,ATH,SXF,U2
04/04/2019,ATH,SXF,U2
04/05/2019,ATH,SXF,U2
03/02/2019,ATH,TXL,U2
03/06/2019,ATH,TXL,U2
05/01/2019,ATH,TXL,U2
05/03/2019,ATH,TXL,U2
07/01/2019,ATH,TXL,U2
11/01/2019,ATH,TXL,U2
18/01/2019,ATH,TXL,U2
03/06/2019,AYT,LGW,U2
03/07/2019,AYT,LGW,U2
04/05/2019,AYT,LGW,U2
03/07/2019,AYT,LTN,U2
03/07/2019,AYT,MAN,U2
03/06/2019,BCN,BFS,U2
03/07/2019,BCN,BFS,U2
04/04/2019,BCN,BFS,U2
03/02/2019,BCN,BOD,U2
03/06/2019,BCN,BOD,U2
03/07/2019,BCN,BOD,U2
04/04/2019,BCN,BOD,U2
04/05/2019,BCN,BOD,U2
07/01/2019,BCN,BOD,U2
11/01/2019,BCN,BOD,U2
18/01/2019,BCN,BOD,U2
03/02/2019,BCN,BRS,U2
03/06/2019,BCN,BRS,U2
03/07/2019,BCN,BRS,U2
04/04/2019,BCN,BRS,U2
04/05/2019,BCN,BRS,U2
05/01/2019,BCN,BRS,U2
05/03/2019,BCN,BRS,U2
07/01/2019,BCN,BRS,U2
11/01/2019,BCN,BRS,U2
18/01/2019,BCN,BRS,U2
03/02/2019,BCN,BSL,U2
03/06/2019,BCN,BSL,U2
03/07/2019,BCN,BSL,U2
04/04/2019,BCN,BSL,U2
04/05/2019,BCN,BSL,U2
05/01/2019,BCN,BSL,U2
05/03/2019,BCN,BSL,U2
07/01/2019,BCN,BSL,U2
11/01/2019,BCN,BSL,U2
18/01/2019,BCN,BSL,U2
03/02/2019,BCN,CDG,U2
03/06/2019,BCN,CDG,U2
03/07/2019,BCN,CDG,U2
04/04/2019,BCN,CDG,U2
04/05/2019,BCN,CDG,U2
05/01/2019,BCN,CDG,U2
05/03/2019,BCN,CDG,U2
07/01/2019,BCN,CDG,U2
11/01/2019,BCN,CDG,U2
18/01/2019,BCN,CDG,U2
03/02/2019,BCN,GVA,U2
03/06/2019,BCN,GVA,U2
03/07/2019,BCN,GVA,U2
04/04/2019,BCN,GVA,U2
04/05/2019,BCN,GVA,U2
05/01/2019,BCN,GVA,U2
05/03/2019,BCN,GVA,U2
07/01/2019,BCN,GVA,U2
11/01/2019,BCN,GVA,U2
18/01/2019,BCN,GVA,U2
03/02/2019,BCN,LGW,U2
03/06/2019,BCN,LGW,U2
03/07/2019,BCN,LGW,U2
04/04/2019,BCN,LGW,U2
04/05/2019,BCN,LGW,U2
05/01/2019,BCN,LGW,U2
05/03/2019,BCN,LGW,U2
07/01/2019,BCN,LGW,U2
11/01/2019,BCN,LGW,U2
18/01/2019,BCN,LGW,U2
03/02/2019,BCN,LPL,U2
03/06/2019,BCN,LPL,U2
03/07/2019,BCN,LPL,U2
04/04/2019,BCN,LPL,U2
04/05/2019,BCN,LPL,U2
05/01/2019,BCN,LPL,U2
05/03/2019,BCN,LPL,U2
07/01/2019,BCN,LPL,U2
11/01/2019,BCN,LPL,U2
18/01/2019,BCN,LPL,U2
03/02/2019,BCN,LTN,U2
03/06/2019,BCN,LTN,U2
03/07/2019,BCN,LTN,U2
04/04/2019,BCN,LTN,U2
04/05/2019,BCN,LTN,U2
05/01/2019,BCN,LTN,U2
05/03/2019,BCN,LTN,U2
07/01/2019,BCN,LTN,U2
11/01/2019,BCN,LTN,U2
18/01/2019,BCN,LTN,U2
03/02/2019,BCN,LYS,U2
03/06/2019,BCN,LYS,U2
03/07/2019,BCN,LYS,U2
04/04/2019,BCN,LYS,U2
04/05/2019,BCN,LYS,U2
05/01/2019,BCN,LYS,U2
05/03/2019,BCN,LYS,U2
07/01/2019,BCN,LYS,U2
11/01/2019,BCN,LYS,U2
18/01/2019,BCN,LYS,U2
03/07/2019,BCN,MAN,U2
04/04/2019,BCN,MAN,U2
04/05/2019,BCN,MAN,U2
05/01/2019,BCN,MAN,U2
05/03/2019,BCN,MAN,U2
03/02/2019,BCN,MXP,U2
03/06/2019,BCN,MXP,U2
03/07/2019,BCN,MXP,U2
04/04/2019,BCN,MXP,U2
04/05/2019,BCN,MXP,U2
05/01/2019,BCN,MXP,U2
05/03/2019,BCN,MXP,U2
07/01/2019,BCN,MXP,U2
11/01/2019,BCN,MXP,U2
