DepartDate,Origin,Destination,Carrier
07/01/2019,NOC,BHX,BE
11/01/2019,NOC,BHX,BE
18/01/2019,NOC,BHX,BE
03/02/2019,NOC,EDI,BE
03/06/2019,NOC,EDI,BE
04/04/2019,NOC,EDI,BE
04/05/2019,NOC,EDI,BE
07/01/2019,NOC,EDI,BE
11/01/2019,NOC,EDI,BE
18/01/2019,NOC,EDI,BE
03/02/2019,NOC,MAN,BE
03/06/2019,NOC,MAN,BE
03/07/2019,NOC,MAN,BE
04/04/2019,NOC,MAN,BE
04/05/2019,NOC,MAN,BE
05/01/2019,NOC,MAN,BE
07/01/2019,NOC,MAN,BE
11/01/2019,NOC,MAN,BE
18/01/2019,NOC,MAN,BE
03/07/2019,NQY,BHD,BE
03/06/2019,NQY,BHX,BE
03/07/2019,NQY,BHX,BE
04/04/2019,NQY,BHX,BE
04/05/2019,NQY,BHX,BE
05/01/2019,NQY,BHX,BE
03/07/2019,NQY,EDI,BE
03/02/2019,NQY,LBA,BE
05/03/2019,NQY,LBA,BE
11/01/2019,NQY,LBA,BE
18/01/2019,NQY,LBA,BE
03/02/2019,NQY,LGW,BE
05/01/2019,NQY,LGW,BE
05/03/2019,NQY,LGW,BE
07/01/2019,NQY,LGW,BE
11/01/2019,NQY,LGW,BE
18/01/2019,NQY,LGW,BE
03/06/2019,NQY,LHR,BE
03/07/2019,NQY,LHR,BE
04/04/2019,NQY,LHR,BE
04/05/2019,NQY,LHR,BE
03/07/2019,NQY,LPL,BE
03/02/2019,NQY,MAN,BE
03/06/2019,NQY,MAN,BE
03/07/2019,NQY,MAN,BE
04/04/2019,NQY,MAN,BE
04/05/2019,NQY,MAN,BE
05/01/2019,NQY,MAN,BE
05/03/2019,NQY,MAN,BE
07/01/2019,NQY,MAN,BE
11/01/2019,NQY,MAN,BE
18/01/2019,NQY,MAN,BE
03/06/2019,NQY,SEN,BE
03/07/2019,NQY,SEN,BE
04/04/2019,NQY,SEN,BE
04/05/2019,NQY,SEN,BE
03/06/2019,NTE,BHX,BE
03/07/2019,NTE,BHX,BE
05/01/2019,NTE,BHX,BE
05/01/2019,NTE,MAN,BE
03/06/2019,NTE,SOU,BE
03/07/2019,NTE,SOU,BE
05/01/2019,NTE,SOU,BE
07/01/2019,NTE,SOU,BE
11/01/2019,NTE,SOU,BE
18/01/2019,NTE,SOU,BE
03/06/2019,NWI,AGP,BE
04/04/2019,NWI,AGP,BE
03/02/2019,NWI,EXT,BE
03/06/2019,NWI,EXT,BE
04/04/2019,NWI,EXT,BE
05/01/2019,NWI,EXT,BE
07/01/2019,NWI,EXT,BE
11/01/2019,NWI,EXT,BE
18/01/2019,NWI,EXT,BE
03/02/2019,ORK,CWL,BE
04/04/2019,ORK,CWL,BE
05/03/2019,ORK,CWL,BE
03/07/2019,PMI,EXT,BE
04/04/2019,PMI,SOU,BE
04/04/2019,RNS,SOU,BE
04/05/2019,RNS,SOU,BE
05/01/2019,RNS,SOU,BE
03/06/2019,SEN,NQY,BE
03/07/2019,SEN,NQY,BE
04/04/2019,SEN,NQY,BE
04/05/2019,SEN,NQY,BE
03/02/2019,SOU,ABZ,BE
03/06/2019,SOU,AGP,BE
03/07/2019,SOU,AGP,BE
04/05/2019,SOU,AGP,BE
03/06/2019,SOU,ALC,BE
03/07/2019,SOU,ALC,BE
05/01/2019,SOU,ALC,BE
03/02/2019,SOU,AMS,BE
03/06/2019,SOU,AMS,BE
03/07/2019,SOU,AMS,BE
04/04/2019,SOU,AMS,BE
04/05/2019,SOU,AMS,BE
05/01/2019,SOU,AMS,BE
05/03/2019,SOU,AMS,BE
07/01/2019,SOU,AMS,BE
11/01/2019,SOU,AMS,BE
18/01/2019,SOU,AMS,BE
03/02/2019,SOU,BHD,BE
03/06/2019,SOU,BHD,BE
03/07/2019,SOU,BHD,BE
04/04/2019,SOU,BHD,BE
04/05/2019,SOU,BHD,BE
05/01/2019,SOU,BHD,BE
05/03/2019,SOU,BHD,BE
07/01/2019,SOU,BHD,BE
11/01/2019,SOU,BHD,BE
18/01/2019,SOU,BHD,BE
03/06/2019,SOU,BOD,BE
03/02/2019,SOU,CDG,BE
03/06/2019,SOU,CDG,BE
03/07/2019,SOU,CDG,BE
04/04/2019,SOU,CDG,BE
04/05/2019,SOU,CDG,BE
05/01/2019,SOU,CDG,BE
05/03/2019,SOU,CDG,BE
07/01/2019,SOU,CDG,BE
11/01/2019,SOU,CDG,BE
18/01/2019,SOU,CDG,BE
05/01/2019,SOU,CMF,BE
03/02/2019,SOU,DUB,BE
03/06/2019,SOU,DUB,BE
03/07/2019,SOU,DUB,BE
04/04/2019,SOU,DUB,BE
04/05/2019,SOU,DUB,BE
05/01/2019,SOU,DUB,BE
05/03/2019,SOU,DUB,BE
07/01/2019,SOU,DUB,BE
11/01/2019,SOU,DUB,BE
18/01/2019,SOU,DUB,BE
03/02/2019,SOU,DUS,BE
03/06/2019,SOU,DUS,BE
03/07/2019,SOU,DUS,BE
04/04/2019,SOU,DUS,BE
07/01/2019,SOU,DUS,BE
11/01/2019,SOU,DUS,BE
18/01/2019,SOU,DUS,BE
03/02/2019,SOU,EDI,BE
03/06/2019,SOU,EDI,BE
03/07/2019,SOU,EDI,BE
04/04/2019,SOU,EDI,BE
04/05/2019,SOU,EDI,BE
05/01/2019,SOU,EDI,BE
05/03/2019,SOU,EDI,BE
07/01/2019,SOU,EDI,BE
11/01/2019,SOU,EDI,BE
18/01/2019,SOU,EDI,BE
03/06/2019,SOU,EGC,BE
03/07/2019,SOU,EGC,BE
04/04/2019,SOU,EGC,BE
04/05/2019,SOU,EGC,BE
05/01/2019,SOU,EGC,BE
05/03/2019,SOU,EGC,BE
11/01/2019,SOU,EGC,BE
18/01/2019,SOU,EGC,BE
04/04/2019,SOU,FAO,BE
04/05/2019,SOU,FAO,BE
11/01/2019,SOU,GCI,BE
18/01/2019,SOU,GCI,BE
03/02/2019,SOU,GLA,BE
03/06/2019,SOU,GLA,BE
03/07/2019,SOU,GLA,BE
04/04/2019,SOU,GLA,BE
04/05/2019,SOU,GLA,BE
05/01/2019,SOU,GLA,BE
05/03/2019,SOU,GLA,BE
07/01/2019,SOU,GLA,BE
11/01/2019,SOU,GLA,BE
18/01/2019,SOU,GLA,BE
03/02/2019,SOU,GVA,BE
05/01/2019,SOU,GVA,BE
03/02/2019,SOU,JER,BE
03/06/2019,SOU,JER,BE
03/07/2019,SOU,JER,BE
04/04/2019,SOU,JER,BE
04/05/2019,SOU,JER,BE
05/01/2019,SOU,JER,BE
05/03/2019,SOU,JER,BE
07/01/2019,SOU,JER,BE
11/01/2019,SOU,JER,BE
18/01/2019,SOU,JER,BE
04/05/2019,SOU,LIG,BE
05/01/2019,SOU,LIG,BE
05/01/2019,SOU,LRH,BE
05/01/2019,SOU,LYS,BE
03/02/2019,SOU,MAN,BE
03/06/2019,SOU,MAN,BE
03/07/2019,SOU,MAN,BE
04/04/2019,SOU,MAN,BE
04/05/2019,SOU,MAN,BE
05/01/2019,SOU,MAN,BE
05/03/2019,SOU,MAN,BE
07/01/2019,SOU,MAN,BE
11/01/2019,SOU,MAN,BE
18/01/2019,SOU,MAN,BE
03/02/2019,SOU,NCL,BE
03/06/2019,SOU,NCL,BE
03/07/2019,SOU,NCL,BE
04/04/2019,SOU,NCL,BE
04/05/2019,SOU,NCL,BE
05/01/2019,SOU,NCL,BE
05/03/2019,SOU,NCL,BE
07/01/2019,SOU,NCL,BE
11/01/2019,SOU,NCL,BE
18/01/2019,SOU,NCL,BE
03/06/2019,SOU,NTE,BE
03/07/2019,SOU,NTE,BE
05/01/2019,SOU,NTE,BE
07/01/2019,SOU,NTE,BE
11/01/2019,SOU,NTE,BE
18/01/2019,SOU,NTE,BE
04/04/2019,SOU,PMI,BE
04/04/2019,SOU,RNS,BE
04/05/2019,SOU,RNS,BE
05/01/2019,SOU,RNS,BE
03/07/2019,SOU,VRN,BE
03/02/2019,STR,BHX,BE
03/06/2019,STR,BHX,BE
03/07/2019,STR,BHX,BE
04/04/2019,STR,BHX,BE
05/03/2019,STR,BHX,BE
07/01/2019,STR,BHX,BE
11/01/2019,STR,BHX,BE
18/01/2019,STR,BHX,BE
03/02/2019,TLS,MAN,BE
03/06/2019,TLS,MAN,BE
04/04/2019,TLS,MAN,BE
04/05/2019,TLS,MAN,BE
05/01/2019,TLS,MAN,BE
03/02/2019,TXL,BHX,BE
03/06/2019,TXL,BHX,BE
03/07/2019,TXL,BHX,BE
04/04/2019,TXL,BHX,BE
04/05/2019,TXL,BHX,BE
05/03/2019,TXL,BHX,BE
07/01/2019,TXL,BHX,BE
11/01/2019,TXL,BHX,BE
18/01/2019,TXL,BHX,BE
04/05/2019,VCE,CWL,BE
03/07/2019,VRN,CWL,BE
04/05/2019,VRN,CWL,BE
03/07/2019,VRN,SOU,BE
